#Creator: wheelEventBuffer
#Creation time: Wed Apr  5 15:17:47 2017
#Time	Angular velocity
#[s]	[rad/s]
50.015856	5.183975
50.076494	5.178677
50.137244	5.166243
50.198140	5.151841
50.259254	5.130974
50.320608	5.109776
50.382206	5.089742
50.444042	5.071011
50.506078	5.056483
50.568270	5.043980
50.630584	5.040096
50.692936	5.035733
50.755298	5.037025
50.817682	5.036864
50.880018	5.041876
50.942290	5.046411
51.004520	5.052254
51.066670	5.055832
51.128804	5.058600
51.190890	5.060718
51.252996	5.057622
51.315154	5.051767
51.377434	5.038964
51.439870	5.024297
51.502540	5.003492
51.565456	4.982859
51.628628	4.962551
51.692064	4.942564
51.755730	4.925671
51.819594	4.910580
51.883618	4.903988
51.947710	4.897719
52.011832	4.898482
52.075984	4.898024
52.140086	4.902610
52.204126	4.907358
52.268124	4.912269
52.332044	4.915959
52.395942	4.919038
52.459790	4.921041
52.523658	4.918422
52.587576	4.912576
52.651628	4.899093
52.715858	4.883558
52.780348	4.861040
52.845118	4.839324
52.910166	4.818985
52.975492	4.799549
53.041042	4.784491
53.106774	4.772136
53.172646	4.767357
53.238564	4.763020
53.304496	4.764176
53.370448	4.764754
53.436342	4.769818
53.502154	4.775618
53.567914	4.781287
53.633582	4.785220
53.699230	4.787845
53.764828	4.789743
53.830450	4.786532
53.896138	4.779978
53.961968	4.766489
54.027992	4.750201
54.094294	4.728181
54.160890	4.706365
54.227790	4.684889
54.294996	4.664439
54.362452	4.648564
54.430116	4.635258
54.497932	4.630203
54.565798	4.626930
54.633660	4.629111
54.701536	4.629930
54.769344	4.635395
54.837072	4.640462
54.904744	4.645952
54.972320	4.650353
55.039866	4.653660
55.107360	4.655315
55.174874	4.652419
55.242460	4.645677
55.310200	4.631568
55.378162	4.614018
55.446428	4.591495
55.515018	4.568925
55.583932	4.547628
55.653166	4.527573
55.722668	4.511708
55.792386	4.498400
55.862268	4.493382
55.932206	4.489144
56.002154	4.490941
56.072112	4.492354
56.141990	4.498271
56.211774	4.504334
56.281488	4.510283
56.351100	4.514431
56.420682	4.517287
56.490208	4.519367
56.559764	4.515599
56.629394	4.508989
